# Audience Network publishers with very low impression volumes do not appear on this list. Any campaign using a block list will not deliver ads to any of these low volume publishers. To download this list of low volume publishers visit https://business.facebook.com/business/publisher-list?low_volume_publishers_only=true
Note:  Here App Store Categories column values are directly scraped from itunes/google play stores. Learn more about this file: http://facebook.com/business/help/1382467665184382
"Note:  The Minimum Age Rating column values are directly scraped from itunes/google play stores. They are the highest rating across the UK, US, DE, AU, KR and RU stores to represent the major ratings boards and agencies. Special values are: 0 = Unrated, 1 = Everyone."
URL,Audience Network - Rewarded videos,"Audience Network - Native, banner and interstitial",Content creator,Date added,App store categories,Minimum age rating
http://play.google.com/store/apps/details?id=com.wrc.wordstorm.android,no,yes,WordBuzz: The Honey Quest,2022-09-26,Word,1
http://play.google.com/store/apps/details?id=com.bravolang.dictionary.portuguese,no,yes,Portuguese English Dictionary,2022-09-26,Education,1
http://play.google.com/store/apps/details?id=com.ttdtirupathionlinebooking.dp,no,yes,TTD Tirupathi Online Booking,2019-01-21,News & Magazines,1
https://itunes.apple.com/us/app/id434781441,no,yes,Mahjong Unlimited HD,2022-09-26,Games,4
https://itunes.apple.com/us/app/id732319042,yes,yes,Farm Town - Family Farming Day,2022-09-26,Games,4
http://play.google.com/store/apps/details?id=com.playwithfriends.TrialGames,yes,yes,3D Monster Truck Parking Game,2022-09-26,Racing,13
http://play.google.com/store/apps/details?id=com.ghelfer.radiosrs,no,yes,Radios RS,2023-02-19,Music & Audio,1
http://play.google.com/store/apps/details?id=blackart.neondigiclock.livewp,no,yes,Neon Digital Clock LiveWP,2023-03-20,Personalization,13
http://play.google.com/store/apps/details?id=com.thinkyeah.galleryvault,no,yes,Gallery Vault-Hide Photo Video,2022-09-26,Video Players & Editors,1
http://play.google.com/store/apps/details?id=com.billing.system,no,yes,"POS Billing, Retail/Restaurant",2020-04-23,Business,1
http://play.google.com/store/apps/details?id=air.biz.rightshift.clickfun.casino,yes,no,Clickfun: Casino Slots,2022-12-06,Casino,18
http://play.google.com/store/apps/details?id=com.vng.worldcuprun,yes,yes,Soccer Run: Skilltwins Games,2023-09-19,Sports,1
http://play.google.com/store/apps/details?id=com.jee.calc,no,yes,Multi Calculator,2022-09-26,Tools,1
http://play.google.com/store/apps/details?id=com.PondokAplikasi.Yasin_Tahlil_dan_Al_Mathurat.AppsWorlds,no,yes,"Yassin,Tahlil & Al-Mathurat",2022-09-26,Education,1
https://itunes.apple.com/us/app/id396301854,no,yes,Flashlight ¤,2022-09-26,Productivity,4
http://play.google.com/store/apps/details?id=com.tinymission.dailycardioworkoutfree,no,yes,Daily Cardio Workout - Trainer,2022-09-26,Health & Fitness,1
http://play.google.com/store/apps/details?id=com.shareitagain.mymoodsmiley,no,yes,WhatSmiley: Emoji WASticker,2022-09-26,Social,13
http://play.google.com/store/apps/details?id=br.com.tapps.tinyautoshop,yes,yes,Tiny Auto Shop: Car Wash Game,2022-09-26,Simulation,1
http://play.google.com/store/apps/details?id=com.infiniti.messages,no,yes,كلمات ومنشورات ٢٠٢٣,2022-09-26,Entertainment,13
http://play.google.com/store/apps/details?id=com.realtechvr.glview,no,yes,GLView Extensions Viewer,2022-09-26,Tools,1
http://play.google.com/store/apps/details?id=com.playagames.shakesfidget,yes,no,Shakes & Fidget - The RPG,2022-09-26,Role Playing,12
http://play.google.com/store/apps/details?id=com.tinymission.dailyyogafree,no,yes,Simply Yoga - Home Instructor,2022-09-26,Health & Fitness,1
http://play.google.com/store/apps/details?id=com.baek.Gatalk3,no,yes,Faketalk - Chatbot,2022-09-26,Word,13
http://play.google.com/store/apps/details?id=com.doapps.android.mln.MLN_fe2672296a661b7acdf9fe36f27e7a55,no,yes,KSTP 5 Eyewitness News,2022-09-26,News & Magazines,1
https://itunes.apple.com/us/app/id792450596,yes,yes,CONGAS & BONGOS Percussion Kit,2022-09-26,Music,4
https://itunes.apple.com/us/app/id587755972,no,yes,Krstarica - život i zabava,2018-06-12,Lifestyle,17
http://play.google.com/store/apps/details?id=com.freemycard.softworld,no,yes,MyCard Bonus,2022-09-26,Entertainment,1
http://play.google.com/store/apps/details?id=Draziw.Button.Mines,yes,yes,Minesweeper,2022-09-26,Puzzle,1
http://play.google.com/store/apps/details?id=batalsoft.bassguitarsolo,no,yes,Bass Guitar Solo,2022-09-26,Music,1
http://play.google.com/store/apps/details?id=com.disney.wheresmywater2_goo,yes,yes,Where's My Water? 2,2022-09-26,Puzzle,1
http://play.google.com/store/apps/details?id=br.com.tapps.goatevolution,yes,yes,Goat Evolution: Animal Merge,2022-09-26,Puzzle,13
http://play.google.com/store/apps/details?id=com.generamobile.zhunter.gp,yes,yes,Zombie Hunter: Sniper Games,2022-09-26,Action,18
http://play.google.com/store/apps/details?id=com.amdroidalarmclock.amdroid,no,yes,Alarm Clock for Heavy Sleepers,2022-09-26,Productivity,1
http://play.google.com/store/apps/details?id=com.tyo.tygem,yes,yes,TygemBaduk,2023-05-15,Board,18
http://play.google.com/store/apps/details?id=batalsoft.piano.solo.hd,yes,yes,Piano Solo HD,2022-09-26,Music & Audio,1
http://play.google.com/store/apps/details?id=com.textmeinc.freetone,yes,yes,FreeTone Calls & Texting,2022-09-26,Social,1
http://play.google.com/store/apps/details?id=air.com.sgn.bookoflife.gp,yes,yes,Sugar Smash: Book of Life,2022-09-26,Puzzle,1
https://itunes.apple.com/us/app/id918121337,no,yes,Motion Alarm Clock,2022-09-26,Utilities,4
http://play.google.com/store/apps/details?id=info.justoneplanet.android.inputmethod.japanese,no,yes,flick - Emoticon Keyboard,2022-10-23,Tools,1
http://play.google.com/store/apps/details?id=lunosoftware.nbascores,no,yes,Sports Alerts - NBA edition,2022-09-26,Sports,1
http://play.google.com/store/apps/details?id=com.mertadsay.almanyaimsakiyesi2014,no,yes,Almanya Namaz Vakitleri,2022-11-11,Tools,1
http://play.google.com/store/apps/details?id=jp.co.projapan.solitairep,yes,yes,Princess*Solitaire: Cute Games,2022-09-26,Card,1
http://play.google.com/store/apps/details?id=com.rubycell.pianisthd,yes,yes,Piano +,2022-09-26,Music & Audio,1
https://itunes.apple.com/us/app/id904559153,no,yes,Crazy Eights,2022-09-26,Games,17
http://play.google.com/store/apps/details?id=cyd.lunarcalendar,no,yes,"달력 - 음력, 일정관리",2022-10-05,Lifestyle,1
http://play.google.com/store/apps/details?id=com.horseboxsoftware.heathrowairportflights,no,yes,FLIGHTS for LHR Airport London,2022-09-26,Travel & Local,1
https://itunes.apple.com/us/app/id768640293,no,yes,スタンプ@DECOR -かわいいスタンプ取り放題-,2022-09-26,Entertainment,17
http://play.google.com/store/apps/details?id=meant.BeRich,no,yes,경품모아 - 앱테크,2022-09-26,Lifestyle,1
https://itunes.apple.com/us/app/id353714986,no,yes,MyRoute+Japan Road Info,2022-09-26,Navigation,9
http://play.google.com/store/apps/details?id=com.game.JewelsStar2,yes,yes,Jewels Star 2,2022-09-26,Puzzle,1
https://itunes.apple.com/us/app/id894546091,yes,yes,WEBTOON: Comics,2022-09-26,Entertainment,12
http://play.google.com/store/apps/details?id=com.surfcheck.zeeweer,no,yes,Zeeweer - Maritieme app,2022-09-26,Weather,1
http://play.google.com/store/apps/details?id=com.americanmilitarynews.amn1,no,yes,American Military News,2022-09-26,News & Magazines,18
http://play.google.com/store/apps/details?id=com.horseboxsoftware.ALC,no,yes,Alicante Airport: Flight Infor,2022-09-26,Travel & Local,18
http://play.google.com/store/apps/details?id=ir.remote.smg.tv,no,yes,TV (Samsung) Remote Control,2022-09-26,Video Players & Editors,1
http://play.google.com/store/apps/details?id=com.jawfin.sol3dtab,no,yes,Solitaire: Classic Card Game,2022-09-26,Card,1
https://itunes.apple.com/us/app/id911121200,yes,yes,"Good Pizza, Great Pizza",2023-09-18,Games,4
https://itunes.apple.com/au/app/id781349884,no,yes,人気の歩数計アプリ POPOPO ヘルスケア管理に歩数を記録,2023-08-07,Health & Fitness,4
http://play.google.com/store/apps/details?id=com.radiolight.france,no,yes,French FM radios online,2022-09-26,Music & Audio,1
http://play.google.com/store/apps/details?id=sanatan.telugu.calendar,no,yes,Telugu Calendar 2023,2022-12-13,Tools,1
https://itunes.apple.com/us/app/id694972182,yes,no,Ace Fishing: Wild Catch,2022-09-26,Games,4
http://play.google.com/store/apps/details?id=com.bravocterogames.aceblocksuperbikes,yes,yes,Blocky Superbikes Race Game,2023-07-14,Action,12
http://play.google.com/store/apps/details?id=com.herocraft.game.free.gibbets3,yes,yes,Gibbets：Bow Master！Arrow Games,2022-09-26,Puzzle,12
http://play.google.com/store/apps/details?id=lt.noframe.fieldsareameasure,no,yes,GPS Fields Area Measure,2022-09-26,Tools,1
http://play.google.com/store/apps/details?id=uk.co.aifactory.solitairefree,no,yes,Solitaire,2022-09-26,Card,15
http://play.google.com/store/apps/details?id=ar.com.kinetia.ligaargentina,no,yes,Liga - Live Football Scores,2022-11-08,Sports,1
http://play.google.com/store/apps/details?id=com.tapastic,yes,yes,Tapas – Comics and Novels,2017-10-07,Comics,13
http://play.google.com/store/apps/details?id=sk.halmi.ccalc,no,yes,Currency Converter,2023-01-22,Finance,1
http://play.google.com/store/apps/details?id=com.coda.tuxedocatdarkchesssimple,no,yes,Dark Chess Cat,2022-10-31,Trivia,1
http://play.google.com/store/apps/details?id=com.ea.games.simsfreeplay_row,yes,no,The Sims™ FreePlay,2020-09-11,Simulation,15
http://play.google.com/store/apps/details?id=com.blackflame.internalspeakertester,no,yes,Speaker Tester & Cleaner fix,2022-09-26,Music & Audio,1
http://play.google.com/store/apps/details?id=com.eznetsoft.sdahymnal,no,yes,SDA Hymnal with Tunes,2022-09-26,Books & Reference,1
http://play.google.com/store/apps/details?id=com.clear.loud,no,yes,Super Loud Ringtones,2022-09-26,Personalization,12
http://play.google.com/store/apps/details?id=com.ludia.dragons,yes,no,Dragons: Rise of Berk,2022-09-26,Simulation,12
http://play.google.com/store/apps/details?id=com.coremobility.app.vnotes,no,yes,,2022-09-26,,0
http://play.google.com/store/apps/details?id=com.vmoga.hoaquavn,yes,yes,Army vs Zombies :Tower Defense,2022-09-26,Strategy,12
http://play.google.com/store/apps/details?id=com.twelvegigs.solitaire.android,yes,yes,SOLITAIRE Card Games Offline!,2022-09-26,Card,15
http://play.google.com/store/apps/details?id=com.bestweatherfor.bibleoffline_pt_ra,no,yes,Bible Offline KJV with Audio,2022-09-26,Books & Reference,1
https://itunes.apple.com/jp/app/id894389604,no,yes,ふつうのマインスイーパー　人気のマインスイーパ,2022-09-26,Games,4
http://play.google.com/store/apps/details?id=com.itipton.italianverbs,no,yes,Italian Verb Conjugator,2023-06-20,Education,1
https://itunes.apple.com/us/app/id845019206,no,yes,Chess Master 2014,2022-09-26,Games,4
https://itunes.apple.com/us/app/id395605775,no,yes,SG Radio ◎ Singapore station,2022-09-26,Music,4
https://itunes.apple.com/pk/app/id913492792,no,yes,OLX Local Classifieds,2022-09-26,Lifestyle,0
http://play.google.com/store/apps/details?id=com.bravolang.phrasebook,no,yes,Travel Phrasebook | Translator,2022-09-26,Education,1
https://itunes.apple.com/us/app/id919745844,yes,yes,IMVU: 3D Avatar Creator & Chat,2022-09-26,Social Networking,17
http://play.google.com/store/apps/details?id=com.criticalhitsoftware.jigsawpuzzle,yes,yes,Jigsaw Puzzle - Daily Puzzles,2018-03-31,Puzzle,1
http://play.google.com/store/apps/details?id=kr.yg.lottocreate,no,yes,LotteryResult | GenerateNumber,2022-12-09,Entertainment,1
http://play.google.com/store/apps/details?id=com.ansangha.drjanggi,no,yes,Dr. Janggi,2022-09-26,Board,15
http://play.google.com/store/apps/details?id=com.andatsoft.laisim,no,yes,Onemp Music Player,2023-02-11,Music & Audio,1
https://itunes.apple.com/us/app/id558688927,no,yes,Loan Calculator‰,2022-09-26,Finance,4
http://play.google.com/store/apps/details?id=alpha.aquarium.hd.livewallpaper,no,yes,The real aquarium - LWP,2022-09-26,Personalization,1
http://play.google.com/store/apps/details?id=com.visualdesign.livefootballontvlite,no,yes,Live Football On TV (Guide),2023-02-23,Sports,1
http://play.google.com/store/apps/details?id=net.xelnaga.exchanger,no,yes,Currency Converter,2022-09-26,Finance,1
http://play.google.com/store/apps/details?id=com.bravolang.dictionary.korean,no,yes,Korean English Dictionary & Tr,2022-09-26,Education,1
http://play.google.com/store/apps/details?id=com.easytech.ew4,yes,no,European War 4 : Napoleon,2022-09-26,Strategy,12
http://play.google.com/store/apps/details?id=com.bastecklein.mongo,no,yes,Mongo Madness,2023-07-10,Adventure,1
https://itunes.apple.com/ca/app/id473770452,no,yes,Fongo - talk and text,2022-09-26,Social Networking,4
http://play.google.com/store/apps/details?id=com.freegamesstudio.thesurvivalhuntergames2,yes,no,The Survival Hunter Games 2,2022-09-26,Action,13
http://play.google.com/store/apps/details?id=com.scopely.headshot,yes,no,Walking Dead: Road to Survival,2022-09-26,Strategy,18
https://itunes.apple.com/us/app/id922488002,yes,yes,WordBubbles!,2017-10-07,Games,4
http://play.google.com/store/apps/details?id=com.rhythm.hexise.inst,no,yes,Installer - Install APK,2022-09-26,Productivity,1
http://play.google.com/store/apps/details?id=com.game.BubbleTotem,no,yes,Bubble Totem,2022-09-26,Puzzle,1
http://play.google.com/store/apps/details?id=com.soundcorset.client.android,no,yes,Tuner & Metronome,2022-09-26,Music & Audio,13
http://play.google.com/store/apps/details?id=br.com.rodrigokolb.realguitar,yes,yes,Real Guitar: lessons & chords,2022-09-26,Music,1
http://play.google.com/store/apps/details?id=com.havos.crossword,no,yes,Crossword Unlimited,2022-09-26,Word,1
http://play.google.com/store/apps/details?id=com.contingencias.mendoza,no,yes,Contingencies Mendoza,2023-09-07,Weather,1
https://itunes.apple.com/us/app/id834185106,yes,yes,Spades Plus - Card Game,2022-09-26,Games,17
http://play.google.com/store/apps/details?id=com.coolmango.sudokufun,yes,yes,Sudoku Fun,2022-09-26,Puzzle,1
https://itunes.apple.com/us/app/id386644958,yes,no,Pocket Frogs,2020-11-30,Games,9
http://play.google.com/store/apps/details?id=com.cristeolapps.diccionario.teologico,no,yes,Diccionario Teológico,2022-02-07,Books & Reference,17
http://play.google.com/store/apps/details?id=com.ea.games.r3_na,yes,no,Real Racing 3,2022-09-26,Racing,1
http://play.google.com/store/apps/details?id=com.incorporateapps.fakegps.fre,yes,yes,Fake GPS Location Spoofer,2022-09-26,Entertainment,1
http://play.google.com/store/apps/details?id=com.appstore.msg,no,yes,حالات - رسائل و مسجات و صور,2023-08-25,Entertainment,13
http://play.google.com/store/apps/details?id=org.speedspot.speedspot,no,yes,Speedcheck,2022-10-20,Tools,1
http://play.google.com/store/apps/details?id=com.dencreak.spbook,no,yes,ClevMoney - Personal Finance,2022-09-26,Finance,1
http://play.google.com/store/apps/details?id=uyg.islaminsartlarifree.com,no,yes,İslam'ın Şartları,2022-09-26,Libraries & Demo,1
http://play.google.com/store/apps/details?id=com.dencreak.esmemo,no,yes,"ClevNote - Notepad, Checklist",2022-09-26,Productivity,16
http://play.google.com/store/apps/details?id=in.ireff.android,no,yes,"Recharge Plans, DTH, Cashback",2022-09-26,Shopping,13
http://play.google.com/store/apps/details?id=com.realdream.agecalculator,no,yes,احسب عمرك | حساب العمر,2022-09-26,Tools,1
http://play.google.com/store/apps/details?id=com.jeexgroup.fiorentina,no,yes,24h News for Fiorentina,2022-09-26,News & Magazines,1
http://play.google.com/store/apps/details?id=com.game.JewelsStar3,yes,yes,Jewels Star 3,2022-09-26,Puzzle,1
http://play.google.com/store/apps/details?id=cl.birdie.antenas,no,yes,Cell Towers,2022-09-26,Tools,1
http://play.google.com/store/apps/details?id=com.omniluxtrade.veganrecipes,no,yes,Vegan Recipes - Free Vegan Foo,2023-03-17,Food & Drink,1
http://play.google.com/store/apps/details?id=com.ts.housie,yes,yes,Housie Super: 90 Ball Bingo,2022-09-26,Casino,15
http://play.google.com/store/apps/details?id=com.fynsystems.fyngeez,no,yes,Amharic keyboard FynGeez - Eth,2022-09-26,Productivity,1
https://itunes.apple.com/us/app/id731592936,yes,yes,Disney Magic Kingdoms,2022-09-26,Games,4
https://itunes.apple.com/us/app/id897604521,no,yes,Новини України - UA News,2022-09-26,News,17
http://play.google.com/store/apps/details?id=net.dayword.engkr,no,yes,"켜자마자 영단어+회화 (강제로 영어학습 -토익, 수능)",2023-06-22,Education,10
http://play.google.com/store/apps/details?id=com.razzlepuzzles.sudoku,no,yes,Sudoku · Classic Logic Puzzles,2022-09-26,Puzzle,12
http://play.google.com/store/apps/details?id=com.codegent.apps.learn.spanish,no,yes,Learn Spanish Phrasebook,2022-09-26,Education,1
http://play.google.com/store/apps/details?id=com.flightview.flightview_free,no,yes,FlightView: Free Flight Tracke,2023-09-01,Travel & Local,1
http://play.google.com/store/apps/details?id=com.socialquantum.acityint,yes,no,Megapolis: City Building Sim,2022-09-26,Simulation,1
http://play.google.com/store/apps/details?id=pk.capripio.prizebondmonitor,no,yes,Prize Bond Monitor,2017-10-07,Finance,1
http://play.google.com/store/apps/details?id=it.pinenuts.androidnoticias,no,yes,News on Android™,2022-10-26,News & Magazines,1
http://play.google.com/store/apps/details?id=com.weejim.app.sgstock,no,yes,Singapore (SG) Stocks,2017-11-06,Finance,1
http://play.google.com/store/apps/details?id=com.eznetsoft.workshiplyricint,no,yes,Worship Lyrics International,2022-09-26,Books & Reference,1
https://itunes.apple.com/us/app/id498408628,no,yes,Police Scanner +,2020-06-07,News,9
http://play.google.com/store/apps/details?id=com.calea.echo,no,yes,Mood SMS - Custom Text & MMS,2023-01-05,Communication,12
https://itunes.apple.com/us/app/id667461862,yes,no,Dragons: Rise of Berk,2022-09-26,Games,4
http://play.google.com/store/apps/details?id=com.shocktech.scratchfun_lasvegas,yes,yes,Las Vegas Scratch Ticket,2022-09-26,Casino,15
http://play.google.com/store/apps/details?id=com.nordcurrent.murderinalps,yes,no,Murder in Alps: Hidden Mystery,2022-09-26,Adventure,15
http://play.google.com/store/apps/details?id=com.therisgames.fs2014.free,yes,yes,Flight Simulator 2014 FlyWings,2023-08-21,Simulation,1
http://play.google.com/store/apps/details?id=br.biblia,no,yes,Holy Bible,2022-10-28,Books & Reference,1
http://play.google.com/store/apps/details?id=com.mobisystems.fileman,no,yes,File Commander Manager & Vault,2022-09-26,Business,1
http://play.google.com/store/apps/details?id=com.jun.shop_image_editing,no,yes,画像リサイズ・写真編集・モザイク -  「画像の編集屋さん」,2022-09-26,Photography,1
https://itunes.apple.com/us/app/id922499464,yes,yes,Cookbook Master: Chef Recipes,2022-09-26,Games,4
http://play.google.com/store/apps/details?id=com.turborilla.MadSkillsMotocross2,yes,yes,Mad Skills Motocross 2,2022-09-26,Racing,12
http://play.google.com/store/apps/details?id=com.silvercrk.hearts_free,no,yes,Hardwood Hearts,2022-09-26,Card,1
https://itunes.apple.com/us/app/id895761422,yes,no,LINE Bubble 2,2022-09-26,Games,4
https://itunes.apple.com/us/app/id869329921,yes,yes,World Craft: Mine & Build 3D,2022-09-26,Games,4
https://itunes.apple.com/us/app/id763809737,yes,yes,Absolute Bingo! Play Fun Games,2023-02-09,Games,17
https://itunes.apple.com/us/app/id807327547,no,yes,4D King Live 4D Results,2022-09-26,Lifestyle,4
https://itunes.apple.com/us/app/id493925488,no,yes,Dubai Metro Interactive Map,2022-09-26,Navigation,4
https://itunes.apple.com/jp/app/id597088068,yes,no,LINEマンガ,2023-06-13,Books,17
http://play.google.com/store/apps/details?id=com.nhnent.SKQUEST,yes,no,Crusaders Quest,2019-10-23,Role Playing,15
http://play.google.com/store/apps/details?id=com.hrd.motivation,no,yes,Motivation - Daily quotes,2022-09-26,Health & Fitness,1
https://itunes.apple.com/us/app/id785537179,yes,no,Heart of Vegas — Casino Slots,2022-09-26,Games,17
http://play.google.com/store/apps/details?id=com.ldw.virtualfamilies2,yes,yes,Virtual Families 2,2022-09-26,Simulation,1
http://play.google.com/store/apps/details?id=com.r7games.slotroletinha,yes,yes,Halloween Roleta Caça Niquel,2022-09-26,Casino,15
http://play.google.com/store/apps/details?id=com.cyberlink.youperfect,yes,yes,YouCam Perfect - Photo Editor,2022-09-26,Photography,13
https://itunes.apple.com/gb/app/id426729958,no,yes,CakeCuttin,2022-09-26,Food & Drink,4
http://play.google.com/store/apps/details?id=com.horseboxsoftware.ordchicagoairportflights,no,yes,Chicago O Hare Airport: Flight,2022-09-26,Travel & Local,17
https://itunes.apple.com/us/app/id473250588,yes,no,L.POINT with L.PAY,2023-05-11,Lifestyle,4
https://itunes.apple.com/us/app/id341089820,yes,yes,Solitaire Classic,2022-09-26,Games,4
http://play.google.com/store/apps/details?id=com.halfbrick.jetpackjoyride,yes,yes,Jetpack Joyride,2022-09-26,Action,10
http://play.google.com/store/apps/details?id=com.arcsys.tictactoe,yes,yes,Tic Tac Toe Glow,2022-09-26,Puzzle,1
http://play.google.com/store/apps/details?id=com.appynation.wbpc,yes,yes,Picture Cross,2022-09-26,Puzzle,1
http://play.google.com/store/apps/details?id=com.gsn.android.casino,yes,no,GSN Casino: Slot Machine Games,2022-09-26,Casino,18
https://itunes.apple.com/us/app/id497640483,no,yes,Crazy Bishop,2022-09-26,Games,4
https://itunes.apple.com/us/app/id892521917,yes,yes,Tiki Solitaire TriPeaks,2022-09-26,Games,4
http://play.google.com/store/apps/details?id=com.dictionary.af,no,yes,English Afrikaans Dictionary,2022-09-26,Books & Reference,10
https://itunes.apple.com/us/app/id834805518,yes,yes,Walkr - Gamified Fitness Walk,2022-09-26,Health & Fitness,4
http://play.google.com/store/apps/details?id=com.zursan.cantabingo,no,yes,Bingo Shout - Bingo Caller,2022-09-26,Board,15
https://itunes.apple.com/us/app/id388175979,no,yes,QR Code Reader & Code Scanner,2022-09-26,Utilities,4
http://play.google.com/store/apps/details?id=com.codegent.apps.learn.frenchpro,no,yes,Learn French Phrasebook Pro,2022-10-12,Education,1
https://itunes.apple.com/us/app/id633827057,no,yes,4 Pics 1 Song,2022-09-26,Games,12
http://play.google.com/store/apps/details?id=com.outfit7.mytalkingtomfree,yes,yes,My Talking Tom,2022-09-26,Simulation,10
http://play.google.com/store/apps/details?id=com.tayu.tau.pedometer,no,yes,Pedometer - Step Counter App,2022-09-26,Health & Fitness,1
https://itunes.apple.com/us/app/id408666248,no,yes,Puzzle Man -Jigsaw Collection,2022-09-26,Games,4
https://itunes.apple.com/us/app/id699437630,no,yes,Barcode Alarm Clock,2022-09-26,Utilities,4
https://itunes.apple.com/us/app/id961012600,yes,yes,Color Fonts Keyboard: Cute Bio,2022-09-26,Utilities,4
http://play.google.com/store/apps/details?id=com.disney.frozensaga_goo,yes,yes,Disney Frozen Free Fall Games,2022-09-26,Puzzle,1
http://play.google.com/store/apps/details?id=in.softecks.artificialintelligence,no,yes,Artificial Intelligence,2022-09-26,Education,1
http://play.google.com/store/apps/details?id=com.wordboxmalawiRadio,no,yes,Malawi Radio,2022-09-26,Music & Audio,1
https://itunes.apple.com/us/app/id929265968,yes,yes,Tiny Auto Shop: Car Stop Baron,2022-09-26,Games,4
http://play.google.com/store/apps/details?id=com.turkiye.turkiye,no,yes,99Türkiye Turkish Dating,2022-09-26,Dating,18
http://play.google.com/store/apps/details?id=com.droid27.senseflipclockweather,no,yes,Sense Flip Clock & Weather,2022-09-26,Weather,1
http://play.google.com/store/apps/details?id=com.eryodsoft.android.cards.damedepique,no,yes,Hearts,2022-09-26,Card,15
http://play.google.com/store/apps/details?id=com.maf.moneyhero,yes,yes,Retro Hero Mr Kim : Idle RPG,2022-09-26,Role Playing,12
https://itunes.apple.com/us/app/id570060128,yes,yes,Duolingo - Language Lessons,2022-09-26,Education,4
http://play.google.com/store/apps/details?id=com.btdstudio.hanafudaol,yes,yes,花札ウォーズ - オンライン花札こいこい対戦ゲーム,2022-09-26,Card,1
http://play.google.com/store/apps/details?id=com.campmobile.snow,yes,yes,SNOW - AI Profile,2022-09-26,Photography,1
http://play.google.com/store/apps/details?id=com.promiflash.androidapp,no,yes,Promiflash News,2023-08-10,News & Magazines,13
http://play.google.com/store/apps/details?id=com.splendapps.splendo,no,yes,To Do List,2022-09-26,Productivity,1
http://play.google.com/store/apps/details?id=com.pikpok.fl.play,no,yes,Four Letters,2022-09-26,Word,1
https://itunes.apple.com/us/app/id364502845,yes,yes,Free Cell Classic,2022-09-26,Games,4
https://itunes.apple.com/us/app/id1197201103,yes,yes,Real Pool 3D: Online Pool Game,2022-09-26,Games,4
http://play.google.com/store/apps/details?id=com.magicv.airbrush,yes,yes,AirBrush - AI Photo Editor,2022-09-26,Photography,1
http://play.google.com/store/apps/details?id=macrostudios.wouldyourather,no,yes,Would You Rather?,2022-09-26,Word,15
http://play.google.com/store/apps/details?id=com.acotel.astri,no,yes,Astri di Paolo Fox - Oroscopo,2022-09-26,Lifestyle,1
http://play.google.com/store/apps/details?id=br.com.tapps.mygrumpy,yes,yes,My Grumpy: Funny Virtual Pet,2022-09-26,Simulation,12
http://play.google.com/store/apps/details?id=com.aminota.tupreferes,no,yes,Would You Rather - Social Game,2022-09-26,Board,17
https://itunes.apple.com/us/app/id733452098,no,yes,Screen Recorder - Clips Editor,2022-09-26,Photo & Video,4
http://play.google.com/store/apps/details?id=com.masomo.drawpath,yes,yes,DrawPath,2022-09-26,Puzzle,1
http://play.google.com/store/apps/details?id=com.cisana.guidatv,no,yes,TV Listings Italy - CisanaTV+,2022-09-26,Entertainment,10
https://itunes.apple.com/us/app/id977150768,yes,yes,Picture Cross,2022-09-26,Games,4
https://itunes.apple.com/jp/app/id581838289,no,yes,地元の掲示板「ジモティー」,2022-09-26,Shopping,4
http://play.google.com/store/apps/details?id=com.bravolang.thai,no,yes,Learn Thai Phrases,2022-09-26,Education,1
http://play.google.com/store/apps/details?id=com.weathercreative.weatherkitty,no,yes,Weather Kitty - App & Widget,2022-09-26,Weather,13
http://play.google.com/store/apps/details?id=jp.golog.npbdata,no,yes,プロ野球速報Widget2023,2022-12-19,Sports,1
http://play.google.com/store/apps/details?id=com.coconuts.webnavigator,no,yes,Bookmark Folder,2023-07-09,Productivity,1
http://play.google.com/store/apps/details?id=kr.co.dalcomsoft.superstar.a,yes,no,SuperStar SMTOWN,2022-01-05,Music,1
https://itunes.apple.com/us/app/id398990729,no,yes,Sudoku :),2022-09-26,Games,17
https://itunes.apple.com/us/app/id859156812,yes,no,Octro Tambola Housie Online,2022-09-26,Games,17
http://play.google.com/store/apps/details?id=com.sonyericsson.digitalclockwidget2,no,yes,Digital Clock & Weather Widget,2022-09-26,Personalization,1
http://play.google.com/store/apps/details?id=com.martinvillar.android.quranindonesia,no,yes,Al'Quran Bahasa Indonesia,2022-09-26,Books & Reference,1
http://play.google.com/store/apps/details?id=HinKhoj.Dictionary,no,yes,English Hindi Dictionary,2022-09-26,Books & Reference,1
http://play.google.com/store/apps/details?id=com.radiocolors.mexique,no,yes,Radio Mexico FM online,2022-09-26,Music & Audio,13
http://play.google.com/store/apps/details?id=br.com.tapps.toilettime,yes,yes,Toilet Time: Fun Mini Games,2022-09-26,Puzzle,15
http://play.google.com/store/apps/details?id=com.lifeok.bhaktiringtones,no,yes,Bhakti Ringtones Free,2022-09-26,Music & Audio,1
https://itunes.apple.com/us/app/id686364904,yes,no,Wokamon - Walking app game,2022-09-26,Health & Fitness,4
http://play.google.com/store/apps/details?id=com.validio.kontaktkarte.dialer,no,yes,Caller ID | Clever Dialer,2022-09-26,Communication,1
http://play.google.com/store/apps/details?id=com.littlehilllearning.malaysiaradio,no,yes,Malaysia Radio,2023-03-15,Entertainment,13
http://play.google.com/store/apps/details?id=com.mynet.android.mynetapp,no,yes,Mynet Haber - Son Dakika Haber,2022-09-26,News & Magazines,1
http://play.google.com/store/apps/details?id=com.dzano.calendar,no,yes,Calendar Widget,2022-09-26,Personalization,1
http://play.google.com/store/apps/details?id=com.jacobsmedia.radionueva,no,yes,Radio Nueva Vida,2022-09-26,Entertainment,1
